;StartNode;EndNode;Class;Rank;Weight
9066;tnf;il1;gene;0;1
9067;tnf;il6;gene;0;1
9068;tnf;interferon;gene;0;1
9069;tnf;lc3b;gene;0;1
9070;tnf;mice;gene;0;5
9071;tnf;mouse;gene;0;1
9072;tnf;murf1;gene;0;1
9073;tnf;muscle;gene;0;1
9074;tnf;ocular surface dysfunctions;gene;0;1
9075;tnf;patients;gene;0;1
9076;tnf;primary cultured human conjunctival epithelium;gene;0;1
9077;tnf;pyrazol [1,5-]pyrimidine-2-carboxamide);gene;0;1
9078;tnf;skeletal muscle atrophy;gene;0;1
9079;tnf;tumor necrosis factor;gene;0;1
9080;tnf;ubiquitin;gene;0;1
9081;tnf;wt-cftr;gene;0;1
9082;tnf;wt-cftr-expressing frt;gene;0;1
9083;trikafta;autosomal recessive genetic disease;drug;0;1
9084;trikafta;cf lung disease;drug;0;1
9085;trikafta;cftr;drug;0;3
9086;trikafta;cystic fibrosis;drug;0;1
9087;trikafta;elexacaftor;drug;0;1
9088;trikafta;fatty acid;drug;0;1
9089;trikafta;human;drug;0;1
9090;trikafta;ivacaftor;drug;0;1
9091;trikafta;lung abnormalities;drug;0;1
9092;trikafta;mice;drug;0;1
9093;trikafta;mouse;drug;0;1
9094;trikafta;phenylalanine;drug;0;1
9095;trikafta;tezacaftor;drug;0;1
9096;trikafta;vx-445;drug;0;1
9097;trikafta;vx-661;drug;0;1
9098;trikafta;vx-770;drug;0;1
9099;tumor necrosis factor;7-(3,4-dimethoxyphenyl)-n-(4-ethoxyphenyl);gene;0;1
9100;tumor necrosis factor;ano1;gene;0;1
9101;tumor necrosis factor;cact-3;gene;0;3
9102;tumor necrosis factor;cftr;gene;0;8
9103;tumor necrosis factor;chloride;gene;0;2
9104;tumor necrosis factor;cl(-);gene;0;2
9105;tumor necrosis factor;cystic fibrosis;gene;0;1
9106;tumor necrosis factor;dry eye disease;gene;0;3
9107;tumor necrosis factor;herg;gene;0;1
9108;tumor necrosis factor;human;gene;0;1
9109;tumor necrosis factor;ifn;gene;0;1
9110;tumor necrosis factor;il-6;gene;0;1
9111;tumor necrosis factor;interferon;gene;0;1
9112;tumor necrosis factor;mice;gene;0;2
9113;tumor necrosis factor;mouse;gene;0;1
9114;tumor necrosis factor;ocular surface dysfunctions;gene;0;1
9115;tumor necrosis factor;primary cultured human conjunctival epithelium;gene;0;1
9116;tumor necrosis factor;pyrazol [1,5-]pyrimidine-2-carboxamide);gene;0;1
9117;tumor necrosis factor;tnf;gene;0;1
9118;tumor necrosis factor;wt-cftr;gene;0;1
9119;tumor necrosis factor;wt-cftr-expressing frt;gene;0;1
9120;ubiquitin;atrogin1;gene;0;1
9121;ubiquitin;bnip3;gene;0;1
9122;ubiquitin;calpain;gene;0;2
9123;ubiquitin;cf transmembrane conductance regulator;gene;0;1
9124;ubiquitin;cftr;gene;0;1
9125;ubiquitin;cystic fibrosis;gene;0;1
9126;ubiquitin;gabarapl-1;gene;0;1
9127;ubiquitin;il1;gene;0;1
9128;ubiquitin;il6;gene;0;1
9129;ubiquitin;lc3b;gene;0;1
9130;ubiquitin;mice;gene;0;3
9131;ubiquitin;murf1;gene;0;1
9132;ubiquitin;muscle;gene;0;1
9133;ubiquitin;patients;gene;0;1
9134;ubiquitin;skeletal muscle atrophy;gene;0;1
9135;ubiquitin;tnf;gene;0;1
9136;vx-445;autosomal recessive genetic disease;drug;0;1
9137;vx-445;cf lung disease;drug;0;1
9138;vx-445;cftr;drug;0;3
9139;vx-445;cystic fibrosis;drug;0;1
9140;vx-445;elexacaftor;drug;0;1
9141;vx-445;fatty acid;drug;0;1
9142;vx-445;human;drug;0;1
9143;vx-445;ivacaftor;drug;0;1
9144;vx-445;lung abnormalities;drug;0;1
9145;vx-445;mice;drug;0;1
9146;vx-445;mouse;drug;0;1
9147;vx-445;phenylalanine;drug;0;1
9148;vx-445;tezacaftor;drug;0;1
9149;vx-445;trikafta;drug;0;1
9150;vx-445;vx-661;drug;0;1
9151;vx-445;vx-770;drug;0;1
9152;vx-661;autosomal recessive genetic disease;drug;0;1
9153;vx-661;cf lung disease;drug;0;1
9154;vx-661;cftr;drug;0;3
9155;vx-661;cystic fibrosis;drug;0;1
9156;vx-661;elexacaftor;drug;0;1
9157;vx-661;fatty acid;drug;0;1
9158;vx-661;human;drug;0;1
9159;vx-661;ivacaftor;drug;0;1
9160;vx-661;lung abnormalities;drug;0;1
9161;vx-661;mice;drug;0;1
9162;vx-661;mouse;drug;0;1
9163;vx-661;phenylalanine;drug;0;1
9164;vx-661;tezacaftor;drug;0;1
9165;vx-661;trikafta;drug;0;1
9166;vx-661;vx-445;drug;0;1
9167;vx-661;vx-770;drug;0;1
9168;vx-770;autosomal recessive genetic disease;drug;0;1
9169;vx-770;cf lung disease;drug;0;1
9170;vx-770;cftr;drug;0;3
9171;vx-770;cystic fibrosis;drug;0;1
9172;vx-770;elexacaftor;drug;0;1
9173;vx-770;fatty acid;drug;0;1
9174;vx-770;human;drug;0;1
9175;vx-770;ivacaftor;drug;0;1
9176;vx-770;lung abnormalities;drug;0;1
9177;vx-770;mice;drug;0;1
9178;vx-770;mouse;drug;0;1
9179;vx-770;phenylalanine;drug;0;1
9180;vx-770;tezacaftor;drug;0;1
9181;vx-770;trikafta;drug;0;1
9182;vx-770;vx-445;drug;0;1
9183;vx-770;vx-661;drug;0;1
9184;wnt;cell lines;gene;0;1
9185;wnt;cftr;gene;0;1
9186;wnt;congenital diarrhea;gene;0;1
9187;wnt;congenital diarrhea syndromes;gene;0;1
9188;wnt;congenital diarrheal disorder;gene;0;1
9189;wnt;diarrhea;gene;0;1
9190;wnt;dynamin;gene;0;1
9191;wnt;lpa;gene;0;2
9192;wnt;lpa receptor;gene;0;1
9193;wnt;lysophosphatidic acid;gene;0;1
9194;wnt;mice;gene;0;2
9195;wnt;microvillus inclusion disease;gene;0;2
9196;wnt;mvid;gene;0;4
9197;wnt;myo5b;gene;0;7
9198;wnt;myosin vb;gene;0;1
9199;wnt;notch;gene;0;3
9200;wnt;pacsin2;gene;0;1
9201;wnt;patients;gene;0;2
9202;wnt;secretory diarrhea;gene;0;1
9203;wnt;sodium;gene;0;2
9204;wt-cftr;7-(3,4-dimethoxyphenyl)-n-(4-ethoxyphenyl);gene;0;1
9205;wt-cftr;ano1;gene;0;1
9206;wt-cftr;cact-3;gene;0;3
9207;wt-cftr;cftr;gene;0;8
9208;wt-cftr;chloride;gene;0;2
9209;wt-cftr;cl(-);gene;0;2
9210;wt-cftr;cystic fibrosis;gene;0;1
9211;wt-cftr;dry eye disease;gene;0;3
9212;wt-cftr;herg;gene;0;1
9213;wt-cftr;human;gene;0;1
9214;wt-cftr;ifn;gene;0;1
9215;wt-cftr;il-6;gene;0;1
9216;wt-cftr;interferon;gene;0;1
9217;wt-cftr;mice;gene;0;2
9218;wt-cftr;mouse;gene;0;1
9219;wt-cftr;ocular surface dysfunctions;gene;0;1
9220;wt-cftr;primary cultured human conjunctival epithelium;gene;0;1
9221;wt-cftr;pyrazol [1,5-]pyrimidine-2-carboxamide);gene;0;1
9222;wt-cftr;tnf;gene;0;1
9223;wt-cftr;tumor necrosis factor;gene;0;1
9224;wt-cftr;wt-cftr-expressing frt;gene;0;1
9225;wt-cftr-expressing frt;7-(3,4-dimethoxyphenyl)-n-(4-ethoxyphenyl);cell_line;0;1
9226;wt-cftr-expressing frt;ano1;cell_line;0;1
9227;wt-cftr-expressing frt;cact-3;cell_line;0;3
9228;wt-cftr-expressing frt;cftr;cell_line;0;8
9229;wt-cftr-expressing frt;chloride;cell_line;0;2
9230;wt-cftr-expressing frt;cl(-);cell_line;0;2
9231;wt-cftr-expressing frt;cystic fibrosis;cell_line;0;1
9232;wt-cftr-expressing frt;dry eye disease;cell_line;0;3
9233;wt-cftr-expressing frt;herg;cell_line;0;1
9234;wt-cftr-expressing frt;human;cell_line;0;1
9235;wt-cftr-expressing frt;ifn;cell_line;0;1
9236;wt-cftr-expressing frt;il-6;cell_line;0;1
9237;wt-cftr-expressing frt;interferon;cell_line;0;1
9238;wt-cftr-expressing frt;mice;cell_line;0;2
9239;wt-cftr-expressing frt;mouse;cell_line;0;1
9240;wt-cftr-expressing frt;ocular surface dysfunctions;cell_line;0;1
9241;wt-cftr-expressing frt;primary cultured human conjunctival epithelium;cell_line;0;1
9242;wt-cftr-expressing frt;pyrazol [1,5-]pyrimidine-2-carboxamide);cell_line;0;1
9243;wt-cftr-expressing frt;tnf;cell_line;0;1
9244;wt-cftr-expressing frt;tumor necrosis factor;cell_line;0;1
9245;wt-cftr-expressing frt;wt-cftr;cell_line;0;1
9246;absence of cystic fibrosis transmembrane;cftr;disease;0;2
9247;absence of cystic fibrosis transmembrane;cftr mutations;disease;0;1
9248;absence of cystic fibrosis transmembrane;cystic fibrosis;disease;0;2
9249;absence of cystic fibrosis transmembrane;cystic fibrosis transmembrane regulator;disease;0;1
9250;absence of cystic fibrosis transmembrane;genetic diseases;disease;0;1
9251;absence of cystic fibrosis transmembrane;human;disease;0;1
9252;advanced lung disease;cystic fibrosis lung;disease;0;1
9253;advanced lung disease;m. abscessus;disease;0;4
9254;advanced lung disease;mycobacterium abscessus;disease;0;1
9255;advanced lung disease;mycobacterium abscessus pulmonary infection;disease;0;1
9256;alkanes;als3;drug;0;1
9257;alkanes;c. albicans;drug;0;3
9258;alkanes;candida albicans;drug;0;3
9259;alkanes;eicosane;drug;0;8
9260;alkanes;humans;drug;0;1
9261;alkanes;yeast;drug;0;2
9262;alkanes;zebrafish;drug;0;1
9263;als3;alkanes;gene;0;1
9264;als3;c. albicans;gene;0;3
9265;als3;candida albicans;gene;0;3
9266;als3;eicosane;gene;0;8
9267;als3;humans;gene;0;1
9268;als3;yeast;gene;0;2
9269;als3;zebrafish;gene;0;1
9270;autosomal dominant polycystic kidney disease;bronchiectasis;disease;0;2
9271;autosomal dominant polycystic kidney disease;cftr;disease;0;2
9272;autosomal dominant polycystic kidney disease;cftr-related disorder;disease;0;1
9273;autosomal dominant polycystic kidney disease;cholelithiasis;disease;0;1
9274;autosomal dominant polycystic kidney disease;chronic constipation;disease;0;1
9275;autosomal dominant polycystic kidney disease;colelithiasis;disease;0;1
9276;autosomal dominant polycystic kidney disease;cystic fibrosis;disease;0;1
9277;autosomal dominant polycystic kidney disease;dysmorphic features;disease;0;1
9278;autosomal dominant polycystic kidney disease;hao-fountain syndrome;disease;0;2
9279;autosomal dominant polycystic kidney disease;hypertrichosis;disease;0;1
9280;autosomal dominant polycystic kidney disease;intellectual disability;disease;0;1
9281;autosomal dominant polycystic kidney disease;multisystem disorder;disease;0;1
9282;autosomal dominant polycystic kidney disease;patient;disease;0;1
9283;autosomal dominant polycystic kidney disease;pkd2 haploinsufficiency;disease;0;1
9284;autosomal dominant polycystic kidney disease;pneumonia;disease;0;1
9285;autosomal dominant polycystic kidney disease;polycystic kidney disease;disease;0;2
9286;autosomal dominant polycystic kidney disease;recurrent bronchitis;disease;0;1
9287;autosomal dominant polycystic kidney disease;scoliosis;disease;0;1
9288;autosomal dominant polycystic kidney disease;syndromic id;disease;0;1
9289;autosomal dominant polycystic kidney disease;upper and lower respiratory way infections;disease;0;1
9290;autosomal dominant polycystic kidney disease;usp7;disease;0;1
9291;autosomal recessive genetic disorders;cftr mutations;disease;0;1
9292;autosomal recessive genetic disorders;chronic diseases;disease;0;1
9293;autosomal recessive genetic disorders;chronic inflammatory disease;disease;0;1
9294;autosomal recessive genetic disorders;cystic background;disease;0;1
9295;autosomal recessive genetic disorders;cystic fibrosis;disease;0;5
9296;autosomal recessive genetic disorders;hemoptysis;disease;0;1
9297;autosomal recessive genetic disorders;patient;disease;0;2
9298;autosomal recessive genetic disorders;patients;disease;0;3
9299;autosomal recessive genetic disorders;preterm labor;disease;0;1
9300;autosomal recessive genetic disorders;pulmonary exacerbation;disease;0;1
9301;autosomal recessive genetic disorders;systemic lupus erythematosus;disease;0;5
9302;bronchiectasis;autosomal dominant polycystic kidney disease;disease;0;2
9303;bronchiectasis;bronchiectasis;disease;0;2
9304;bronchiectasis;cftr;disease;0;4
9305;bronchiectasis;cftr-related disorder;disease;0;2
9306;bronchiectasis;cholelithiasis;disease;0;2
9307;bronchiectasis;chronic constipation;disease;0;2
9308;bronchiectasis;colelithiasis;disease;0;2
9309;bronchiectasis;cystic fibrosis;disease;0;2
9310;bronchiectasis;dysmorphic features;disease;0;2
9311;bronchiectasis;hao-fountain syndrome;disease;0;4
9312;bronchiectasis;hypertrichosis;disease;0;2
9313;bronchiectasis;intellectual disability;disease;0;2
9314;bronchiectasis;multisystem disorder;disease;0;2
9315;bronchiectasis;patient;disease;0;2
9316;bronchiectasis;pkd2 haploinsufficiency;disease;0;2
9317;bronchiectasis;pneumonia;disease;0;2
9318;bronchiectasis;polycystic kidney disease;disease;0;4
9319;bronchiectasis;recurrent bronchitis;disease;0;2
9320;bronchiectasis;scoliosis;disease;0;2
9321;bronchiectasis;syndromic id;disease;0;2
9322;bronchiectasis;upper and lower respiratory way infections;disease;0;2
9323;bronchiectasis;usp7;disease;0;2
9324;c. albicans;alkanes;species;0;3
9325;c. albicans;als3;species;0;3
9326;c. albicans;c. albicans;species;0;6
9327;c. albicans;candida albicans;species;0;9
9328;c. albicans;eicosane;species;0;24
9329;c. albicans;humans;species;0;3
9330;c. albicans;yeast;species;0;6
9331;c. albicans;zebrafish;species;0;3
9332;cancer;casr;disease;0;1
9333;cancer;cftr;disease;0;2
9334;cancer;colonic h,katpase;disease;0;1
9335;cancer;constipation;disease;0;1
9336;cancer;cystic fibrosis;disease;0;2
9337;cancer;cystic fibrosis transmembrane regulator;disease;0;1
9338;cancer;diarrhea;disease;0;1
9339;cancer;enac;disease;0;2
9340;cancer;epithelial sodium channel;disease;0;1
9341;cancer;ibs;disease;0;1
9342;cancer;irritable bowel syndrome;disease;0;1
9343;cancer;katpase;disease;0;1
9344;cancer;na-h exchangers;disease;0;1
9345;cancer;nhe1-4;disease;0;1
9346;cancer;nkcc1 and 2;disease;0;1
9347;cancer;ulcerative colitis;disease;0;1
9348;candida albicans;alkanes;species;0;3
9349;candida albicans;als3;species;0;3
9350;candida albicans;c. albicans;species;0;9
9351;candida albicans;candida albicans;species;0;6
9352;candida albicans;eicosane;species;0;24
9353;candida albicans;humans;species;0;3
9354;candida albicans;yeast;species;0;6
9355;candida albicans;zebrafish;species;0;3
9356;caries;caries;disease;0;2
9357;caries;children;disease;0;2
9358;caries;fluoride;disease;0;4
9359;caries;human;disease;0;2
9360;caries;polyacrylic acid;disease;0;4
9361;caries;zinc;disease;0;8
9362;casr;cancer;gene;0;1
9363;casr;cftr;gene;0;2
9364;casr;colonic h,katpase;gene;0;1
9365;casr;constipation;gene;0;1
9366;casr;cystic fibrosis;gene;0;2
9367;casr;cystic fibrosis transmembrane regulator;gene;0;1
9368;casr;diarrhea;gene;0;1
9369;casr;enac;gene;0;2
9370;casr;epithelial sodium channel;gene;0;1
9371;casr;ibs;gene;0;1
9372;casr;irritable bowel syndrome;gene;0;1
9373;casr;katpase;gene;0;1
9374;casr;na-h exchangers;gene;0;1
9375;casr;nhe1-4;gene;0;1
9376;casr;nkcc1 and 2;gene;0;1
9377;casr;ulcerative colitis;gene;0;1
9378;cftr;absence of cystic fibrosis transmembrane;gene;0;2
9379;cftr;autosomal dominant polycystic kidney disease;gene;0;2
9380;cftr;bronchiectasis;gene;0;4
9381;cftr;cancer;gene;0;2
9382;cftr;casr;gene;0;2
9383;cftr;cftr;gene;0;6
9384;cftr;cftr gene;gene;0;3
9385;cftr;cftr mrna;gene;0;1
9386;cftr;cftr mutations;gene;0;3
9387;cftr;cftr protein;gene;0;1
9388;cftr;cftr-related disorder;gene;0;2
9389;cftr;cftr-w1282x mrna;gene;0;2
9390;cftr;chloride;gene;0;1
9391;cftr;cholelithiasis;gene;0;2
9392;cftr;chronic constipation;gene;0;2
9393;cftr;colelithiasis;gene;0;2
9394;cftr;colonic h,katpase;gene;0;2
9395;cftr;constipation;gene;0;2
9396;cftr;cystic fibrosis;gene;0;13
9397;cftr;cystic fibrosis transmembrane conductance regulator;gene;0;1
9398;cftr;cystic fibrosis transmembrane regulator;gene;0;4
9399;cftr;diarrhea;gene;0;2
9400;cftr;dysmorphic features;gene;0;2
9401;cftr;enac;gene;0;4
9402;cftr;epithelial sodium channel;gene;0;2
9403;cftr;genetic diseases;gene;0;2
9404;cftr;hao-fountain syndrome;gene;0;4
9405;cftr;human;gene;0;3
9406;cftr;hypertrichosis;gene;0;2
9407;cftr;ibs;gene;0;2
9408;cftr;infertile;gene;0;2
9409;cftr;infertility;gene;0;2
9410;cftr;intellectual disability;gene;0;2
9411;cftr;irritable bowel syndrome;gene;0;2
9412;cftr;katpase;gene;0;2
9413;cftr;men;gene;0;3
9414;cftr;multisystem disorder;gene;0;2
9415;cftr;na-h exchangers;gene;0;2
9416;cftr;nhe1-4;gene;0;2
9417;cftr;nkcc1 and 2;gene;0;2
9418;cftr;oligozoospermia;gene;0;3
9419;cftr;patient;gene;0;4
9420;cftr;pkd2 haploinsufficiency;gene;0;2
9421;cftr;pneumonia;gene;0;2
9422;cftr;polycystic kidney disease;gene;0;4
9423;cftr;ptcs;gene;0;1
9424;cftr;recurrent bronchitis;gene;0;2
9425;cftr;scoliosis;gene;0;2
9426;cftr;syndromic id;gene;0;2
9427;cftr;ulcerative colitis;gene;0;2
9428;cftr;upper and lower respiratory way infections;gene;0;2
9429;cftr;usp7;gene;0;2
9430;cftr gene;cftr;gene;0;3
9431;cftr gene;cftr gene;gene;0;2
9432;cftr gene;cftr mrna;gene;0;1
9433;cftr gene;cftr mutations;gene;0;2
9434;cftr gene;cftr protein;gene;0;1
9435;cftr gene;cftr-w1282x mrna;gene;0;2
9436;cftr gene;chloride;gene;0;1
9437;cftr gene;cystic fibrosis;gene;0;4
9438;cftr gene;cystic fibrosis transmembrane conductance regulator;gene;0;2
9439;cftr gene;human;gene;0;1
9440;cftr gene;infertile;gene;0;4
9441;cftr gene;infertility;gene;0;4
9442;cftr gene;men;gene;0;6
9443;cftr gene;oligozoospermia;gene;0;6
9444;cftr gene;patient;gene;0;4
9445;cftr gene;ptcs;gene;0;1
9446;cftr mrna;cftr;gene;0;1
9447;cftr mrna;cftr gene;gene;0;1
9448;cftr mrna;cftr protein;gene;0;1
9449;cftr mrna;cftr-w1282x mrna;gene;0;2
9450;cftr mrna;chloride;gene;0;1
9451;cftr mrna;cystic fibrosis;gene;0;2
9452;cftr mrna;human;gene;0;1
9453;cftr mrna;ptcs;gene;0;1
9454;cftr mutations;absence of cystic fibrosis transmembrane;gene;0;1
9455;cftr mutations;autosomal recessive genetic disorders;gene;0;1
9456;cftr mutations;cftr;gene;0;3
9457;cftr mutations;cftr gene;gene;0;2
9458;cftr mutations;chronic diseases;gene;0;1
9459;cftr mutations;chronic inflammatory disease;gene;0;1
9460;cftr mutations;cystic background;gene;0;1
9461;cftr mutations;cystic fibrosis;gene;0;8
9462;cftr mutations;cystic fibrosis transmembrane conductance regulator;gene;0;1
9463;cftr mutations;cystic fibrosis transmembrane regulator;gene;0;1
9464;cftr mutations;genetic diseases;gene;0;1
9465;cftr mutations;hemoptysis;gene;0;1
9466;cftr mutations;human;gene;0;1
9467;cftr mutations;infertile;gene;0;2
9468;cftr mutations;infertility;gene;0;2
9469;cftr mutations;men;gene;0;3
9470;cftr mutations;oligozoospermia;gene;0;3
9471;cftr mutations;patient;gene;0;4
9472;cftr mutations;patients;gene;0;3
9473;cftr mutations;preterm labor;gene;0;1
9474;cftr mutations;pulmonary exacerbation;gene;0;1
9475;cftr mutations;systemic lupus erythematosus;gene;0;5
9476;cftr protein;cftr;gene;0;1
9477;cftr protein;cftr gene;gene;0;1
9478;cftr protein;cftr mrna;gene;0;1
9479;cftr protein;cftr-w1282x mrna;gene;0;2
9480;cftr protein;chloride;gene;0;1
9481;cftr protein;cystic fibrosis;gene;0;2
9482;cftr protein;human;gene;0;1
9483;cftr protein;ptcs;gene;0;1
9484;cftr-related disorder;autosomal dominant polycystic kidney disease;disease;0;1
9485;cftr-related disorder;bronchiectasis;disease;0;2
9486;cftr-related disorder;cftr;disease;0;2
9487;cftr-related disorder;cholelithiasis;disease;0;1
9488;cftr-related disorder;chronic constipation;disease;0;1
9489;cftr-related disorder;colelithiasis;disease;0;1
9490;cftr-related disorder;cystic fibrosis;disease;0;1
9491;cftr-related disorder;dysmorphic features;disease;0;1
9492;cftr-related disorder;hao-fountain syndrome;disease;0;2
9493;cftr-related disorder;hypertrichosis;disease;0;1
9494;cftr-related disorder;intellectual disability;disease;0;1
9495;cftr-related disorder;multisystem disorder;disease;0;1
9496;cftr-related disorder;patient;disease;0;1
9497;cftr-related disorder;pkd2 haploinsufficiency;disease;0;1
9498;cftr-related disorder;pneumonia;disease;0;1
9499;cftr-related disorder;polycystic kidney disease;disease;0;2
9500;cftr-related disorder;recurrent bronchitis;disease;0;1
9501;cftr-related disorder;scoliosis;disease;0;1
9502;cftr-related disorder;syndromic id;disease;0;1
9503;cftr-related disorder;upper and lower respiratory way infections;disease;0;1
9504;cftr-related disorder;usp7;disease;0;1
9505;cftr-w1282x mrna;cftr;gene;0;2
9506;cftr-w1282x mrna;cftr gene;gene;0;2
9507;cftr-w1282x mrna;cftr mrna;gene;0;2
9508;cftr-w1282x mrna;cftr protein;gene;0;2
9509;cftr-w1282x mrna;cftr-w1282x mrna;gene;0;2
9510;cftr-w1282x mrna;chloride;gene;0;2
9511;cftr-w1282x mrna;cystic fibrosis;gene;0;4
9512;cftr-w1282x mrna;human;gene;0;2
9513;cftr-w1282x mrna;ptcs;gene;0;2
9514;children;caries;species;0;2
9515;children;fluoride;species;0;2
9516;children;human;species;0;1
9517;children;polyacrylic acid;species;0;2
9518;children;zinc;species;0;4
9519;chloride;cftr;drug;0;1
9520;chloride;cftr gene;drug;0;1
9521;chloride;cftr mrna;drug;0;1
9522;chloride;cftr protein;drug;0;1
9523;chloride;cftr-w1282x mrna;drug;0;2
9524;chloride;cystic fibrosis;drug;0;2
9525;chloride;human;drug;0;1
9526;chloride;ptcs;drug;0;1
9527;cholelithiasis;autosomal dominant polycystic kidney disease;disease;0;1
9528;cholelithiasis;bronchiectasis;disease;0;2
9529;cholelithiasis;cftr;disease;0;2
9530;cholelithiasis;cftr-related disorder;disease;0;1
9531;cholelithiasis;chronic constipation;disease;0;1
9532;cholelithiasis;colelithiasis;disease;0;1
9533;cholelithiasis;cystic fibrosis;disease;0;1
9534;cholelithiasis;dysmorphic features;disease;0;1
9535;cholelithiasis;hao-fountain syndrome;disease;0;2
9536;cholelithiasis;hypertrichosis;disease;0;1
9537;cholelithiasis;intellectual disability;disease;0;1
9538;cholelithiasis;multisystem disorder;disease;0;1
9539;cholelithiasis;patient;disease;0;1
9540;cholelithiasis;pkd2 haploinsufficiency;disease;0;1
9541;cholelithiasis;pneumonia;disease;0;1
9542;cholelithiasis;polycystic kidney disease;disease;0;2
9543;cholelithiasis;recurrent bronchitis;disease;0;1
9544;cholelithiasis;scoliosis;disease;0;1
9545;cholelithiasis;syndromic id;disease;0;1
9546;cholelithiasis;upper and lower respiratory way infections;disease;0;1
9547;cholelithiasis;usp7;disease;0;1
9548;chronic constipation;autosomal dominant polycystic kidney disease;disease;0;1
9549;chronic constipation;bronchiectasis;disease;0;2
9550;chronic constipation;cftr;disease;0;2
9551;chronic constipation;cftr-related disorder;disease;0;1
9552;chronic constipation;cholelithiasis;disease;0;1
9553;chronic constipation;colelithiasis;disease;0;1
9554;chronic constipation;cystic fibrosis;disease;0;1
9555;chronic constipation;dysmorphic features;disease;0;1
9556;chronic constipation;hao-fountain syndrome;disease;0;2
9557;chronic constipation;hypertrichosis;disease;0;1
9558;chronic constipation;intellectual disability;disease;0;1
9559;chronic constipation;multisystem disorder;disease;0;1
9560;chronic constipation;patient;disease;0;1
9561;chronic constipation;pkd2 haploinsufficiency;disease;0;1
9562;chronic constipation;pneumonia;disease;0;1
9563;chronic constipation;polycystic kidney disease;disease;0;2
9564;chronic constipation;recurrent bronchitis;disease;0;1
9565;chronic constipation;scoliosis;disease;0;1
9566;chronic constipation;syndromic id;disease;0;1
9567;chronic constipation;upper and lower respiratory way infections;disease;0;1
9568;chronic constipation;usp7;disease;0;1
9569;chronic diseases;autosomal recessive genetic disorders;disease;0;1
9570;chronic diseases;cftr mutations;disease;0;1
9571;chronic diseases;chronic inflammatory disease;disease;0;1
9572;chronic diseases;cystic background;disease;0;1
9573;chronic diseases;cystic fibrosis;disease;0;5
9574;chronic diseases;hemoptysis;disease;0;1
9575;chronic diseases;patient;disease;0;2
9576;chronic diseases;patients;disease;0;3
9577;chronic diseases;preterm labor;disease;0;1
9578;chronic diseases;pulmonary exacerbation;disease;0;1
9579;chronic diseases;systemic lupus erythematosus;disease;0;5
9580;chronic inflammatory disease;autosomal recessive genetic disorders;disease;0;1
9581;chronic inflammatory disease;cftr mutations;disease;0;1
9582;chronic inflammatory disease;chronic diseases;disease;0;1
9583;chronic inflammatory disease;cystic background;disease;0;1
9584;chronic inflammatory disease;cystic fibrosis;disease;0;5
9585;chronic inflammatory disease;hemoptysis;disease;0;1
9586;chronic inflammatory disease;patient;disease;0;2
9587;chronic inflammatory disease;patients;disease;0;3
9588;chronic inflammatory disease;preterm labor;disease;0;1
9589;chronic inflammatory disease;pulmonary exacerbation;disease;0;1
9590;chronic inflammatory disease;systemic lupus erythematosus;disease;0;5
9591;colelithiasis;autosomal dominant polycystic kidney disease;disease;0;1
9592;colelithiasis;bronchiectasis;disease;0;2
9593;colelithiasis;cftr;disease;0;2
9594;colelithiasis;cftr-related disorder;disease;0;1
9595;colelithiasis;cholelithiasis;disease;0;1
9596;colelithiasis;chronic constipation;disease;0;1
9597;colelithiasis;cystic fibrosis;disease;0;1
9598;colelithiasis;dysmorphic features;disease;0;1
9599;colelithiasis;hao-fountain syndrome;disease;0;2
9600;colelithiasis;hypertrichosis;disease;0;1
9601;colelithiasis;intellectual disability;disease;0;1
9602;colelithiasis;multisystem disorder;disease;0;1
9603;colelithiasis;patient;disease;0;1
9604;colelithiasis;pkd2 haploinsufficiency;disease;0;1
9605;colelithiasis;pneumonia;disease;0;1
9606;colelithiasis;polycystic kidney disease;disease;0;2
9607;colelithiasis;recurrent bronchitis;disease;0;1
9608;colelithiasis;scoliosis;disease;0;1
9609;colelithiasis;syndromic id;disease;0;1
9610;colelithiasis;upper and lower respiratory way infections;disease;0;1
9611;colelithiasis;usp7;disease;0;1
9612;colonic h,katpase;cancer;gene;0;1
9613;colonic h,katpase;casr;gene;0;1
9614;colonic h,katpase;cftr;gene;0;2
9615;colonic h,katpase;constipation;gene;0;1
9616;colonic h,katpase;cystic fibrosis;gene;0;2
9617;colonic h,katpase;cystic fibrosis transmembrane regulator;gene;0;1
9618;colonic h,katpase;diarrhea;gene;0;1
9619;colonic h,katpase;enac;gene;0;2
9620;colonic h,katpase;epithelial sodium channel;gene;0;1
9621;colonic h,katpase;ibs;gene;0;1
9622;colonic h,katpase;irritable bowel syndrome;gene;0;1
9623;colonic h,katpase;katpase;gene;0;1
9624;colonic h,katpase;na-h exchangers;gene;0;1
9625;colonic h,katpase;nhe1-4;gene;0;1
9626;colonic h,katpase;nkcc1 and 2;gene;0;1
9627;colonic h,katpase;ulcerative colitis;gene;0;1
9628;constipation;cancer;disease;0;1
9629;constipation;casr;disease;0;1
9630;constipation;cftr;disease;0;2
9631;constipation;colonic h,katpase;disease;0;1
9632;constipation;cystic fibrosis;disease;0;2
9633;constipation;cystic fibrosis transmembrane regulator;disease;0;1
9634;constipation;diarrhea;disease;0;1
9635;constipation;enac;disease;0;2
9636;constipation;epithelial sodium channel;disease;0;1
9637;constipation;ibs;disease;0;1
